,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:21:00,-3.0454545454545454,-1.5909090909090908,-3.909090909090909,5.318181818181818,-0.36363636363636365,-2.9545454545454546,1.9090909090909092,4.681818181818182,1.4545454545454546,5.181818181818182,1.6363636363636365,-0.45454545454545453
2020-09-23 14:22:00,-3.130434782608696,-1.5217391304347827,-4.0,5.3478260869565215,-0.4782608695652174,-3.0434782608695654,1.9565217391304348,4.826086956521739,1.5217391304347827,5.173913043478261,1.608695652173913,-0.4782608695652174
2020-09-23 14:23:00,-3.2083333333333335,-1.5,-4.083333333333333,5.375,-0.625,-3.1666666666666665,1.9583333333333333,5.0,1.625,5.208333333333333,1.5833333333333333,-0.5416666666666666
2020-09-23 14:24:00,-3.28,-1.52,-4.2,5.36,-0.76,-3.32,1.96,5.2,1.68,5.28,1.6,-0.56
2020-09-23 14:25:00,-3.3846153846153846,-1.5384615384615385,-4.346153846153846,5.384615384615385,-0.8846153846153846,-3.4615384615384617,1.9615384615384615,5.423076923076923,1.6923076923076923,5.346153846153846,1.5769230769230769,-0.6153846153846154
2020-09-23 14:26:00,-3.4444444444444446,-1.5925925925925926,-4.518518518518518,5.444444444444445,-0.9629629629629629,-3.5925925925925926,1.9259259259259258,5.666666666666667,1.7037037037037037,5.37037037037037,1.5185185185185186,-0.6296296296296297
2020-09-23 14:27:00,-3.5,-1.6071428571428572,-4.642857142857143,5.535714285714286,-1.0,-3.6785714285714284,1.9285714285714286,5.928571428571429,1.6785714285714286,5.428571428571429,1.4285714285714286,-0.6071428571428571
2020-09-23 14:28:00,-3.5517241379310347,-1.6206896551724137,-4.793103448275862,5.655172413793103,-1.0,-3.7241379310344827,1.896551724137931,6.137931034482759,1.6206896551724137,5.482758620689655,1.3793103448275863,-0.5862068965517241
2020-09-23 14:29:00,-3.6333333333333333,-1.6,-4.9,5.733333333333333,-1.0,-3.7666666666666666,1.8333333333333333,6.333333333333333,1.5666666666666667,5.566666666666666,1.3666666666666667,-0.6
2020-09-23 14:30:00,-3.7419354838709675,-1.6129032258064515,-4.967741935483871,5.774193548387097,-0.967741935483871,-3.838709677419355,1.7419354838709677,6.548387096774194,1.4838709677419355,5.645161290322581,1.3870967741935485,-0.5806451612903226
2020-09-23 14:31:00,-3.875,-1.65625,-5.03125,5.78125,-0.9375,-3.9375,1.65625,6.75,1.375,5.6875,1.375,-0.53125
2020-09-23 14:32:00,-3.9696969696969697,-1.7272727272727273,-5.090909090909091,5.787878787878788,-0.9393939393939394,-4.0606060606060606,1.5757575757575757,6.909090909090909,1.2424242424242424,5.696969696969697,1.3333333333333333,-0.45454545454545453
2020-09-23 14:33:00,-4.029411764705882,-1.7647058823529411,-5.117647058823529,5.823529411764706,-0.9411764705882353,-4.205882352941177,1.5,7.0588235294117645,1.088235294117647,5.735294117647059,1.3235294117647058,-0.4117647058823529
2020-09-23 14:34:00,-4.114285714285714,-1.7714285714285714,-5.114285714285714,5.857142857142857,-0.9714285714285714,-4.371428571428571,1.457142857142857,7.228571428571429,0.9142857142857143,5.771428571428571,1.3428571428571427,-0.34285714285714286
2020-09-23 14:35:00,-4.166666666666667,-1.8055555555555556,-5.083333333333333,5.888888888888889,-1.0,-4.555555555555555,1.3888888888888888,7.361111111111111,0.7777777777777778,5.805555555555555,1.3333333333333333,-0.25
2020-09-23 14:36:00,-4.243243243243243,-1.8108108108108107,-5.054054054054054,5.918918918918919,-1.027027027027027,-4.756756756756757,1.3513513513513513,7.45945945945946,0.6756756756756757,5.864864864864865,1.2972972972972974,-0.16216216216216217
2020-09-23 14:37:00,-4.2894736842105265,-1.7894736842105263,-5.052631578947368,5.973684210526316,-1.0263157894736843,-4.947368421052632,1.3157894736842106,7.578947368421052,0.5789473684210527,5.921052631578948,1.2894736842105263,-0.05263157894736842
2020-09-23 14:38:00,-4.358974358974359,-1.7692307692307692,-5.0256410256410255,6.0256410256410255,-1.0,-5.102564102564102,1.3076923076923077,7.6923076923076925,0.46153846153846156,5.948717948717949,1.3076923076923077,0.02564102564102564
2020-09-23 14:39:00,-4.45,-1.775,-5.025,6.075,-1.0,-5.25,1.3,7.775,0.325,5.95,1.325,0.125
2020-09-23 14:40:00,-4.512195121951219,-1.8048780487804879,-5.0,6.121951219512195,-0.975609756097561,-5.365853658536586,1.3170731707317074,7.853658536585366,0.1951219512195122,5.975609756097561,1.3414634146341464,0.21951219512195122
2020-09-23 14:41:00,-4.5476190476190474,-1.8571428571428572,-4.9523809523809526,6.190476190476191,-0.9761904761904762,-5.476190476190476,1.3571428571428572,7.9523809523809526,0.09523809523809523,6.0,1.3333333333333333,0.3333333333333333
2020-09-23 14:42:00,-4.558139534883721,-1.8837209302325582,-4.883720930232558,6.27906976744186,-0.9767441860465116,-5.604651162790698,1.4186046511627908,8.023255813953488,-0.023255813953488372,6.0,1.3488372093023255,0.46511627906976744
2020-09-23 14:43:00,-4.590909090909091,-1.9318181818181819,-4.840909090909091,6.386363636363637,-1.0,-5.7272727272727275,1.5,8.068181818181818,-0.1590909090909091,6.0227272727272725,1.3863636363636365,0.5681818181818182
2020-09-23 14:44:00,-4.644444444444445,-2.0,-4.8,6.466666666666667,-1.0222222222222221,-5.866666666666666,1.5555555555555556,8.11111111111111,-0.28888888888888886,6.066666666666666,1.4222222222222223,0.6888888888888889
2020-09-23 14:45:00,-4.777777777777778,-2.111111111111111,-4.888888888888889,6.644444444444445,-1.1111111111111112,-6.111111111111111,1.6444444444444444,8.355555555555556,-0.4222222222222222,6.2,1.488888888888889,0.8444444444444444
2020-09-23 14:46:00,-4.888888888888889,-2.2,-5.0,6.8,-1.2222222222222223,-6.377777777777778,1.7333333333333334,8.622222222222222,-0.6,6.288888888888889,1.511111111111111,0.9555555555555556
2020-09-23 14:47:00,-5.0,-2.2666666666666666,-5.155555555555556,6.977777777777778,-1.3333333333333333,-6.6,1.8222222222222222,8.866666666666667,-0.7777777777777778,6.333333333333333,1.5333333333333334,1.0888888888888888
2020-09-23 14:48:00,-5.088888888888889,-2.3333333333333335,-5.311111111111111,7.155555555555556,-1.4,-6.8,1.9555555555555555,9.133333333333333,-0.9555555555555556,6.377777777777778,1.5555555555555556,1.1777777777777778
2020-09-23 14:49:00,-5.222222222222222,-2.3777777777777778,-5.4222222222222225,7.333333333333333,-1.4666666666666666,-6.955555555555556,2.111111111111111,9.377777777777778,-1.1333333333333333,6.444444444444445,1.5555555555555556,1.2666666666666666
2020-09-23 14:50:00,-5.4,-2.422222222222222,-5.533333333333333,7.511111111111111,-1.5333333333333334,-7.155555555555556,2.2444444444444445,9.622222222222222,-1.2666666666666666,6.488888888888889,1.5555555555555556,1.4
2020-09-23 14:51:00,-5.6,-2.511111111111111,-5.644444444444445,7.688888888888889,-1.6222222222222222,-7.311111111111111,2.3555555555555556,9.844444444444445,-1.4222222222222223,6.533333333333333,1.6,1.5777777777777777
2020-09-23 14:52:00,-5.8,-2.6222222222222222,-5.7555555555555555,7.844444444444444,-1.7333333333333334,-7.466666666666667,2.4444444444444446,10.022222222222222,-1.5777777777777777,6.5777777777777775,1.6666666666666667,1.7555555555555555
2020-09-23 14:53:00,-6.0,-2.7111111111111112,-5.844444444444444,7.977777777777778,-1.8,-7.622222222222222,2.488888888888889,10.2,-1.7333333333333334,6.6,1.6888888888888889,1.9333333333333333
2020-09-23 14:54:00,-6.177777777777778,-2.8444444444444446,-5.888888888888889,8.088888888888889,-1.8888888888888888,-7.733333333333333,2.511111111111111,10.355555555555556,-1.9333333333333333,6.644444444444445,1.7555555555555555,2.1333333333333333
2020-09-23 14:55:00,-6.333333333333333,-2.977777777777778,-5.955555555555556,8.2,-1.9777777777777779,-7.844444444444444,2.511111111111111,10.533333333333333,-2.111111111111111,6.688888888888889,1.7777777777777777,2.3333333333333335
2020-09-23 14:56:00,-6.466666666666667,-3.1555555555555554,-6.044444444444444,8.311111111111112,-2.088888888888889,-8.0,2.511111111111111,10.688888888888888,-2.2444444444444445,6.777777777777778,1.8,2.533333333333333
2020-09-23 14:57:00,-6.555555555555555,-3.3555555555555556,-6.088888888888889,8.4,-2.2,-8.177777777777777,2.511111111111111,10.844444444444445,-2.3555555555555556,6.844444444444444,1.7777777777777777,2.7555555555555555
2020-09-23 14:58:00,-6.622222222222222,-3.511111111111111,-6.133333333333334,8.488888888888889,-2.2888888888888888,-8.4,2.488888888888889,10.955555555555556,-2.4444444444444446,6.933333333333334,1.711111111111111,2.977777777777778
2020-09-23 14:59:00,-6.666666666666667,-3.6444444444444444,-6.155555555555556,8.622222222222222,-2.3333333333333335,-8.644444444444444,2.4444444444444446,11.066666666666666,-2.5555555555555554,7.044444444444444,1.6444444444444444,3.2444444444444445
2020-09-23 15:00:00,-6.666666666666667,-3.7777777777777777,-6.155555555555556,8.755555555555556,-2.4,-8.88888888888889,2.3777777777777778,11.177777777777777,-2.688888888888889,7.111111111111111,1.5777777777777777,3.533333333333333
2020-09-23 15:01:00,-6.622222222222222,-3.911111111111111,-6.177777777777778,8.911111111111111,-2.4444444444444446,-9.177777777777777,2.2888888888888888,11.311111111111112,-2.8666666666666667,7.177777777777778,1.511111111111111,3.7777777777777777
2020-09-23 15:02:00,-6.6,-4.066666666666666,-6.177777777777778,9.066666666666666,-2.488888888888889,-9.444444444444445,2.2,11.444444444444445,-3.0444444444444443,7.266666666666667,1.4222222222222223,4.022222222222222
2020-09-23 15:03:00,-6.6,-4.2444444444444445,-6.155555555555556,9.266666666666667,-2.533333333333333,-9.71111111111111,2.111111111111111,11.533333333333333,-3.2,7.333333333333333,1.3555555555555556,4.288888888888889
2020-09-23 15:04:00,-6.644444444444445,-4.4222222222222225,-6.133333333333334,9.466666666666667,-2.5555555555555554,-9.977777777777778,2.022222222222222,11.622222222222222,-3.4,7.377777777777778,1.3111111111111111,4.5777777777777775
2020-09-23 15:05:00,-6.711111111111111,-4.622222222222222,-6.111111111111111,9.688888888888888,-2.577777777777778,-10.244444444444444,1.9111111111111112,11.71111111111111,-3.6,7.4,1.2444444444444445,4.888888888888889
2020-09-23 15:06:00,-6.777777777777778,-4.844444444444444,-6.133333333333334,9.911111111111111,-2.6222222222222222,-10.511111111111111,1.8222222222222222,11.822222222222223,-3.7555555555555555,7.4222222222222225,1.2,5.155555555555556
2020-09-23 15:07:00,-6.866666666666666,-5.022222222222222,-6.155555555555556,10.155555555555555,-2.688888888888889,-10.733333333333333,1.7777777777777777,11.933333333333334,-3.9555555555555557,7.444444444444445,1.1555555555555554,5.4222222222222225
2020-09-23 15:08:00,-6.955555555555556,-5.2,-6.177777777777778,10.377777777777778,-2.7111111111111112,-10.955555555555556,1.7333333333333334,12.022222222222222,-4.177777777777778,7.466666666666667,1.1111111111111112,5.733333333333333
2020-09-23 15:09:00,-7.044444444444444,-5.355555555555555,-6.2,10.622222222222222,-2.7555555555555555,-11.133333333333333,1.6888888888888889,12.066666666666666,-4.4,7.488888888888889,1.0666666666666667,6.022222222222222
2020-09-23 15:10:00,-7.133333333333334,-5.533333333333333,-6.177777777777778,10.844444444444445,-2.8222222222222224,-11.28888888888889,1.6666666666666667,12.088888888888889,-4.622222222222222,7.488888888888889,1.0222222222222221,6.333333333333333
2020-09-23 15:11:00,-7.222222222222222,-5.711111111111111,-6.111111111111111,11.022222222222222,-2.933333333333333,-11.422222222222222,1.6444444444444444,12.11111111111111,-4.866666666666666,7.533333333333333,1.0,6.6
2020-09-23 15:12:00,-7.311111111111111,-5.888888888888889,-6.088888888888889,11.2,-3.088888888888889,-11.555555555555555,1.5777777777777777,12.11111111111111,-5.111111111111111,7.533333333333333,1.0,6.844444444444444
2020-09-23 15:13:00,-7.4,-6.088888888888889,-6.066666666666666,11.355555555555556,-3.2666666666666666,-11.688888888888888,1.5333333333333334,12.133333333333333,-5.311111111111111,7.533333333333333,1.0,7.088888888888889
2020-09-23 15:14:00,-7.466666666666667,-6.311111111111111,-6.044444444444444,11.555555555555555,-3.422222222222222,-11.822222222222223,1.488888888888889,12.155555555555555,-5.511111111111111,7.533333333333333,0.9777777777777777,7.333333333333333
2020-09-23 15:15:00,-7.533333333333333,-6.533333333333333,-6.066666666666666,11.8,-3.577777777777778,-11.933333333333334,1.4666666666666666,12.133333333333333,-5.666666666666667,7.511111111111111,0.9111111111111111,7.533333333333333
2020-09-23 15:16:00,-7.555555555555555,-6.7555555555555555,-6.088888888888889,12.044444444444444,-3.7555555555555555,-12.022222222222222,1.4222222222222223,12.088888888888889,-5.822222222222222,7.511111111111111,0.8888888888888888,7.688888888888889
2020-09-23 15:17:00,-7.622222222222222,-6.977777777777778,-6.111111111111111,12.266666666666667,-3.933333333333333,-12.11111111111111,1.3777777777777778,12.066666666666666,-5.955555555555556,7.511111111111111,0.8666666666666667,7.8
2020-09-23 15:18:00,-7.688888888888889,-7.2444444444444445,-6.155555555555556,12.466666666666667,-4.111111111111111,-12.155555555555555,1.3111111111111111,12.022222222222222,-6.066666666666666,7.466666666666667,0.8444444444444444,7.955555555555556
2020-09-23 15:19:00,-7.711111111111111,-7.533333333333333,-6.2444444444444445,12.666666666666666,-4.2444444444444445,-12.177777777777777,1.2,11.933333333333334,-6.133333333333334,7.4,0.7777777777777778,8.066666666666666
2020-09-23 15:20:00,-7.7555555555555555,-7.822222222222222,-6.355555555555555,12.88888888888889,-4.4,-12.177777777777777,1.1333333333333333,11.844444444444445,-6.2,7.333333333333333,0.7555555555555555,8.155555555555555
2020-09-23 15:21:00,-7.7555555555555555,-8.133333333333333,-6.488888888888889,13.11111111111111,-4.5777777777777775,-12.177777777777777,1.0444444444444445,11.755555555555556,-6.266666666666667,7.266666666666667,0.7555555555555555,8.244444444444444
2020-09-23 15:22:00,-7.777777777777778,-8.444444444444445,-6.622222222222222,13.311111111111112,-4.7555555555555555,-12.2,0.9333333333333333,11.644444444444444,-6.333333333333333,7.2,0.7333333333333333,8.311111111111112
2020-09-23 15:23:00,-7.777777777777778,-8.733333333333333,-6.777777777777778,13.533333333333333,-4.933333333333334,-12.222222222222221,0.8222222222222222,11.533333333333333,-6.4,7.177777777777778,0.6666666666666666,8.4
2020-09-23 15:24:00,-7.733333333333333,-9.022222222222222,-6.888888888888889,13.755555555555556,-5.088888888888889,-12.244444444444444,0.7111111111111111,11.466666666666667,-6.4222222222222225,7.2,0.6222222222222222,8.466666666666667
2020-09-23 15:25:00,-7.688888888888889,-9.311111111111112,-7.0,13.955555555555556,-5.2444444444444445,-12.266666666666667,0.6,11.422222222222222,-6.4222222222222225,7.177777777777778,0.6,8.555555555555555
2020-09-23 15:26:00,-7.666666666666667,-9.577777777777778,-7.133333333333334,14.11111111111111,-5.4,-12.28888888888889,0.4666666666666667,11.377777777777778,-6.466666666666667,7.133333333333334,0.5777777777777777,8.6
2020-09-23 15:27:00,-7.688888888888889,-9.844444444444445,-7.288888888888889,14.244444444444444,-5.533333333333333,-12.28888888888889,0.3111111111111111,11.355555555555556,-6.511111111111111,7.111111111111111,0.5555555555555556,8.622222222222222
2020-09-23 15:28:00,-7.711111111111111,-10.11111111111111,-7.4,14.333333333333334,-5.622222222222222,-12.28888888888889,0.1111111111111111,11.333333333333334,-6.555555555555555,7.088888888888889,0.5111111111111111,8.644444444444444
2020-09-23 15:29:00,-7.688888888888889,-10.355555555555556,-7.533333333333333,14.466666666666667,-5.711111111111111,-12.266666666666667,-0.06666666666666667,11.311111111111112,-6.5777777777777775,7.022222222222222,0.4444444444444444,8.644444444444444
2020-09-23 15:30:00,-7.666666666666667,-10.577777777777778,-7.666666666666667,14.622222222222222,-5.8,-12.244444444444444,-0.24444444444444444,11.311111111111112,-6.6,6.955555555555556,0.37777777777777777,8.622222222222222
2020-09-23 15:31:00,-7.622222222222222,-10.8,-7.7555555555555555,14.8,-5.866666666666666,-12.177777777777777,-0.4666666666666667,11.28888888888889,-6.622222222222222,6.933333333333334,0.35555555555555557,8.6
2020-09-23 15:32:00,-7.533333333333333,-11.022222222222222,-7.822222222222222,15.0,-5.977777777777778,-12.155555555555555,-0.6666666666666666,11.244444444444444,-6.666666666666667,6.933333333333334,0.3333333333333333,8.6
2020-09-23 15:33:00,-7.466666666666667,-11.244444444444444,-7.866666666666666,15.2,-6.088888888888889,-12.133333333333333,-0.8888888888888888,11.2,-6.711111111111111,6.933333333333334,0.3111111111111111,8.622222222222222
2020-09-23 15:34:00,-7.355555555555555,-11.466666666666667,-7.911111111111111,15.4,-6.2,-12.155555555555555,-1.1333333333333333,11.155555555555555,-6.733333333333333,6.888888888888889,0.28888888888888886,8.6
2020-09-23 15:35:00,-7.2444444444444445,-11.688888888888888,-7.933333333333334,15.577777777777778,-6.311111111111111,-12.133333333333333,-1.3555555555555556,11.066666666666666,-6.7555555555555555,6.822222222222222,0.28888888888888886,8.533333333333333
2020-09-23 15:36:00,-7.111111111111111,-11.866666666666667,-7.933333333333334,15.71111111111111,-6.4222222222222225,-12.155555555555555,-1.5555555555555556,10.955555555555556,-6.8,6.777777777777778,0.28888888888888886,8.422222222222222
2020-09-23 15:37:00,-6.955555555555556,-12.044444444444444,-7.888888888888889,15.844444444444445,-6.533333333333333,-12.133333333333333,-1.7555555555555555,10.844444444444445,-6.888888888888889,6.711111111111111,0.28888888888888886,8.311111111111112
2020-09-23 15:38:00,-6.8,-12.222222222222221,-7.866666666666666,15.977777777777778,-6.688888888888889,-12.155555555555555,-1.9111111111111112,10.755555555555556,-7.0,6.622222222222222,0.28888888888888886,8.177777777777777
2020-09-23 15:39:00,-6.666666666666667,-12.355555555555556,-7.844444444444444,16.133333333333333,-6.844444444444444,-12.222222222222221,-2.0444444444444443,10.666666666666666,-7.111111111111111,6.511111111111111,0.26666666666666666,8.022222222222222
2020-09-23 15:40:00,-6.511111111111111,-12.466666666666667,-7.8,16.244444444444444,-7.0,-12.244444444444444,-2.1333333333333333,10.555555555555555,-7.2,6.4,0.26666666666666666,7.888888888888889
2020-09-23 15:41:00,-6.4,-12.555555555555555,-7.711111111111111,16.355555555555554,-7.111111111111111,-12.244444444444444,-2.2,10.444444444444445,-7.311111111111111,6.266666666666667,0.24444444444444444,7.733333333333333
2020-09-23 15:42:00,-6.333333333333333,-12.644444444444444,-7.644444444444445,16.466666666666665,-7.2,-12.2,-2.2666666666666666,10.333333333333334,-7.4222222222222225,6.133333333333334,0.26666666666666666,7.5777777777777775
2020-09-23 15:43:00,-6.311111111111111,-12.733333333333333,-7.533333333333333,16.555555555555557,-7.333333333333333,-12.133333333333333,-2.3333333333333335,10.222222222222221,-7.555555555555555,5.955555555555556,0.28888888888888886,7.4222222222222225
2020-09-23 15:44:00,-6.311111111111111,-12.8,-7.466666666666667,16.622222222222224,-7.488888888888889,-12.044444444444444,-2.4,10.088888888888889,-7.688888888888889,5.733333333333333,0.3111111111111111,7.222222222222222
2020-09-23 15:45:00,-6.355555555555555,-12.866666666666667,-7.377777777777778,16.711111111111112,-7.622222222222222,-11.955555555555556,-2.4444444444444446,9.933333333333334,-7.844444444444444,5.533333333333333,0.3111111111111111,7.0
2020-09-23 15:46:00,-6.4,-12.977777777777778,-7.288888888888889,16.755555555555556,-7.777777777777778,-11.822222222222223,-2.511111111111111,9.755555555555556,-7.955555555555556,5.333333333333333,0.3333333333333333,6.777777777777778
2020-09-23 15:47:00,-6.4222222222222225,-13.088888888888889,-7.177777777777778,16.755555555555556,-7.911111111111111,-11.666666666666666,-2.6,9.6,-8.066666666666666,5.133333333333334,0.37777777777777777,6.511111111111111
2020-09-23 15:48:00,-6.4222222222222225,-13.177777777777777,-7.066666666666666,16.755555555555556,-8.044444444444444,-11.488888888888889,-2.688888888888889,9.488888888888889,-8.177777777777777,4.977777777777778,0.4444444444444444,6.222222222222222
2020-09-23 15:49:00,-6.4,-13.28888888888889,-6.977777777777778,16.755555555555556,-8.2,-11.28888888888889,-2.7777777777777777,9.377777777777778,-8.28888888888889,4.8,0.4888888888888889,5.911111111111111
2020-09-23 15:50:00,-6.355555555555555,-13.4,-6.933333333333334,16.733333333333334,-8.4,-11.088888888888889,-2.888888888888889,9.266666666666667,-8.377777777777778,4.644444444444445,0.5333333333333333,5.5777777777777775
2020-09-23 15:51:00,-6.311111111111111,-13.511111111111111,-6.888888888888889,16.68888888888889,-8.555555555555555,-10.844444444444445,-2.977777777777778,9.177777777777777,-8.466666666666667,4.488888888888889,0.5333333333333333,5.266666666666667
2020-09-23 15:52:00,-6.222222222222222,-13.622222222222222,-6.8,16.6,-8.688888888888888,-10.644444444444444,-3.066666666666667,9.11111111111111,-8.555555555555555,4.311111111111111,0.5555555555555556,4.955555555555556
2020-09-23 15:53:00,-6.155555555555556,-13.71111111111111,-6.733333333333333,16.533333333333335,-8.844444444444445,-10.4,-3.1333333333333333,9.022222222222222,-8.644444444444444,4.133333333333334,0.5555555555555556,4.6
2020-09-23 15:54:00,-6.066666666666666,-13.822222222222223,-6.644444444444445,16.466666666666665,-9.0,-10.177777777777777,-3.1777777777777776,8.977777777777778,-8.688888888888888,3.911111111111111,0.5111111111111111,4.2444444444444445
2020-09-23 15:55:00,-5.955555555555556,-13.88888888888889,-6.5777777777777775,16.42222222222222,-9.155555555555555,-9.977777777777778,-3.2444444444444445,8.911111111111111,-8.688888888888888,3.7111111111111112,0.5111111111111111,3.8666666666666667
2020-09-23 15:56:00,-5.844444444444444,-13.933333333333334,-6.533333333333333,16.42222222222222,-9.311111111111112,-9.822222222222223,-3.2888888888888888,8.8,-8.688888888888888,3.488888888888889,0.4888888888888889,3.511111111111111
2020-09-23 15:57:00,-5.7555555555555555,-14.022222222222222,-6.466666666666667,16.42222222222222,-9.422222222222222,-9.666666666666666,-3.3333333333333335,8.688888888888888,-8.644444444444444,3.311111111111111,0.4666666666666667,3.1555555555555554
2020-09-23 15:58:00,-5.666666666666667,-14.11111111111111,-6.355555555555555,16.444444444444443,-9.511111111111111,-9.555555555555555,-3.4,8.577777777777778,-8.644444444444444,3.1333333333333333,0.4,2.8222222222222224
2020-09-23 15:59:00,-5.555555555555555,-14.2,-6.2444444444444445,16.444444444444443,-9.644444444444444,-9.444444444444445,-3.4444444444444446,8.488888888888889,-8.666666666666666,2.933333333333333,0.3111111111111111,2.533333333333333
2020-09-23 16:00:00,-5.444444444444445,-14.28888888888889,-6.133333333333334,16.444444444444443,-9.822222222222223,-9.311111111111112,-3.511111111111111,8.422222222222222,-8.71111111111111,2.7333333333333334,0.24444444444444444,2.2666666666666666
2020-09-23 16:01:00,-5.377777777777778,-14.333333333333334,-6.0,16.488888888888887,-10.0,-9.2,-3.533333333333333,8.355555555555556,-8.755555555555556,2.533333333333333,0.13333333333333333,2.022222222222222
2020-09-23 16:02:00,-5.288888888888889,-14.333333333333334,-5.866666666666666,16.555555555555557,-10.155555555555555,-9.088888888888889,-3.5555555555555554,8.311111111111112,-8.8,2.3555555555555556,0.022222222222222223,1.8
2020-09-23 16:03:00,-5.2444444444444445,-14.333333333333334,-5.711111111111111,16.6,-10.311111111111112,-9.022222222222222,-3.533333333333333,8.28888888888889,-8.866666666666667,2.2222222222222223,-0.13333333333333333,1.5777777777777777
2020-09-23 16:04:00,-5.2444444444444445,-14.355555555555556,-5.533333333333333,16.644444444444446,-10.488888888888889,-8.955555555555556,-3.488888888888889,8.266666666666667,-8.933333333333334,2.111111111111111,-0.28888888888888886,1.3555555555555556
2020-09-23 16:05:00,-5.222222222222222,-14.333333333333334,-5.355555555555555,16.666666666666668,-10.666666666666666,-8.911111111111111,-3.4444444444444446,8.244444444444444,-9.022222222222222,1.9777777777777779,-0.4444444444444444,1.1111111111111112
