"Brócoli", 361.50, 424
"Kinoto", 26.03, 222
"Tomate", 716.33, 1062
"Lima", 1378.14, 228
"Palta", 498.19, 425
"Durazno", 167.18, 872
"Ajo", 870.05, 80
"Papa", 20.29, 1060
"Zuccini", 88.04, 486
"Mandarina", 19.77, 810
"Choclo", 71.99, 273
"Durazno", 246.37, 664
"Morrón", 2848.47, 636
"Rabanito", 218.37, 354
"Frutilla", 307.86, 345
"Cebolla", 70.41, 680
"Ajo", 891.96, 113
"Espárrago", 640.62, 168
"Banana", 59.50, 990
"Melón", 100.08, 428
"Manzana", 135.25, 1070
"Papa", 9.26, 1090
"Frutilla", 324.23, 321
"Cereza", 980.69, 206
"Uva", 738.16, 339
"Mandarina", 15.62, 970
"Lima", 1188.09, 222
"Calabaza", 18.07, 736
"Cereza", 1047.79, 226
"Durazno", 255.61, 912
"Ciruela", 914.30, 963
"Limon", 329.41, 574
"Tomate", 776.61, 783
"Batata", 20.37, 890
"TomCherry", 548.03, 172
"Palta", 486.34, 555
"Calabaza", 20.62, 816
"Durazno", 117.83, 728
"Ciruela", 900.48, 855
"Cereza", 988.30, 212
"Pepino", 33.40, 575
"Morrón", 2876.14, 618
"Zanahoria", 41.28, 666
"Ajo", 916.40, 109
"Kiwi", 435.10, 472
"Lechuga", 54.70, 783
"Choclo", 54.33, 303
"Zanahoria", 30.66, 618
"Limon", 318.95, 665
"Mandarina", 22.06, 1010
"Kiwi", 441.06, 328
"Lima", 1392.50, 228
"Repollo", 4.57, 574
"Durazno", 143.30, 752
"Melón", 119.28, 408
"Berenjena", 74.72, 630
"Ajo", 879.32, 118
"Lima", 1343.56, 224
"Palta", 487.43, 430
"Banana", 72.49, 1040
"Rabanito", 229.98, 258
"Mandarina", 21.48, 1120
"Zanahoria", 46.05, 606
"Lechuga", 45.44, 864
"Batata", 16.78, 1080
"Brócoli", 343.75, 380
"Manzana", 147.44, 810
"Ciruela", 915.22, 1035
"Zanahoria", 39.36, 594
"Pomelo", 55.34, 774
"Sandía", 63.96, 855
"Naranja", 16.87, 1170
"Frutilla", 314.25, 303
"Morrón", 2956.49, 552
"Palta", 1139.10, 388
"Ajo", 993.51, 89
"Uva", 748.96, 297
"Alcachofa", 133.59, 273
"TomCherry", 559.57, 200
"Mandarina", 17.89, 1060
"Pepino", 42.30, 585
"Pomelo", 33.47, 1026
"Naranja", 10.80, 1150
"Ajo", 883.46, 94
"Lima", 1216.25, 204
"Durazno", 144.91, 648
"Naranja", 13.31, 1070
"Pomelo", 49.09, 864
"Morrón", 2936.54, 654
"Frambuesa", 2052.59, 80
"Cebolla", 62.42, 928
"Mandarina", 9.96, 1190
"Manzana", 137.90, 1030
"Choclo", 62.92, 264
"Acelga", 18.07, 774
"Lima", 960.81, 236
"Zanahoria", 27.13, 618
"Batata", 21.14, 940
"Kiwi", 378.42, 320
"Manzana", 133.13, 1120
"Mandarina", 19.00, 890
"Melón", 98.19, 376
"Palta", 1168.64, 456
"Pera", 135.86, 950
"Ajo", 906.01, 81
"Mandarina", 19.42, 910
"Calabaza", 19.02, 840
"Limon", 341.81, 833
"Naranja", 12.35, 1030
"Tomate", 767.67, 801
"Palta", 1154.47, 344
"Pepino", 32.99, 560
"Sandía", 53.38, 747
"Choclo", 70.81, 294
"Lima", 987.97, 232
"Lechuga", 39.69, 909
"Lima", 1227.75, 196
"Ajo", 925.18, 84
"Zuccini", 81.92, 612
"Caqui", 831.23, 114
"Tomate", 771.52, 720
"Rabanito", 215.24, 267
"Zuccini", 91.76, 552
"Durazno", 256.30, 888
"Durazno", 179.22, 880
"Durazno", 163.09, 768
"Durazno", 147.73, 880
"Kiwi", 409.74, 392
"Kiwi", 405.19, 364
"Naranja", 20.72, 1120
"Zanahoria", 41.56, 618
"Lima", 998.88, 196
"Ciruela", 976.64, 747
"Banana", 63.82, 1000
"Mandarina", 16.33, 1070
"Acelga", 23.72, 738
"Choclo", 62.27, 243
"Durazno", 150.15, 728
"Rabanito", 206.39, 336
"Uva", 683.99, 348
"Champignon", 3571.64, 96
"Batata", 17.19, 900
"Ajo", 906.62, 89
"Champignon", 3655.13, 110
"Kiwi", 484.07, 348
"Papa", 22.69, 930
"Higo", 2569.25, 96
"Rabanito", 199.97, 252
"Choclo", 60.84, 321
"Choclo", 53.43, 288
"Lima", 968.01, 172
"Lima", 1248.38, 200
"Zanahoria", 39.51, 492
"Rabanito", 226.65, 291
"Champignon", 3651.99, 81
"Lima", 1266.23, 222
"Zanahoria", 23.50, 552
"Lima", 1378.11, 212
"Banana", 63.91, 1140
"Limon", 336.75, 665
"Zuccini", 81.46, 702
"Durazno", 129.48, 864
"Mandarina", 32.59, 800
"Pepino", 32.82, 470
"Manzana", 120.08, 1200
"Batata", 20.02, 1150
"Caqui", 803.52, 90
"Batata", 13.28, 910
"Durazno", 141.60, 864
"Caqui", 795.58, 102
"Cebolla", 64.57, 888
"Cebolla", 73.64, 880
"Pera", 154.72, 1200
"Pera", 154.08, 900
"Mandarina", 16.94, 990
"Repollo", 2.95, 581
"Pomelo", 45.38, 801
"Pepino", 52.02, 490
"Champignon", 3558.13, 86
"Pera", 156.37, 920
"Repollo", 5.83, 672
"Cereza", 1040.72, 188
"Lima", 996.03, 184
"Lima", 1247.90, 220
"Coliflor", 30.05, 425
"Kinoto", 36.56, 228
"Espárrago", 640.88, 200
"Frutilla", 305.54, 285
"Acelga", 17.99, 1071
"Choclo", 71.30, 291
"Champignon", 3661.80, 93
"Cereza", 1024.68, 210
"Zuccini", 101.01, 588
"Coliflor", 39.04, 590
"Brócoli", 366.80, 372
"Mandarina", 20.94, 1050
"Kinoto", 41.03, 170
"Mandarina", 13.09, 1100
"Cereza", 1081.40, 174
"Durazno", 156.17, 664
"Rabanito", 225.55, 360
"TomCherry", 527.72, 214
"Alcachofa", 143.33, 327
"Kinoto", 33.78, 186
"TomCherry", 564.99, 190
"Caqui", 825.43, 119
"Durazno", 134.55, 672
"Pepino", 34.49, 405
"Mandarina", 9.68, 810
"Banana", 61.87, 1090
"Pomelo", 46.79, 837
"Higo", 2537.98, 93
"Melón", 115.33, 336
"Pera", 123.79, 950
"Caqui", 796.38, 101
"Ajo", 862.07, 84
"Naranja", 13.34, 1110
"Frambuesa", 2086.74, 89
"Cebolla", 75.93, 712
"Higo", 2465.04, 90
"Lechuga", 40.96, 738
"Calabaza", 23.38, 640
"Naranja", 15.64, 830
"Manzana", 142.56, 1000
"Naranja", 10.27, 1080
"Naranja", 9.87, 840
"Limon", 319.30, 714
"Lechuga", 38.50, 747
"Batata", 25.47, 880
"Tomate", 724.15, 963
"Higo", 2529.95, 112
"Zanahoria", 41.86, 648
"Kinoto", 40.68, 222
"Palta", 506.62, 410
"Espárrago", 628.64, 172
"Limon", 308.73, 609
"Espárrago", 611.81, 230
"Uva", 740.50, 336
"Durazno", 151.39, 728
"Higo", 2580.86, 100
"Frambuesa", 2070.49, 118
"Papa", 20.29, 880
"Mandarina", 28.19, 930
"Zanahoria", 33.28, 648
"Kiwi", 434.72, 412
"Brócoli", 356.06, 356
"Pera", 144.63, 980
"Durazno", 159.07, 952
"TomCherry", 533.19, 160
"Champignon", 3598.93, 98
"Ciruela", 932.21, 846
"Batata", 20.87, 870
"Calabaza", 22.46, 840
"Tomate", 756.41, 720
"Mandarina", 27.76, 900
"Pera", 144.60, 910
"Naranja", 12.33, 800
"Apio", 67.78, 324
"Mandarina", 22.33, 990
"Brócoli", 359.04, 456
"Melón", 99.77, 400
"Banana", 70.35, 1000
"TomCherry", 496.51, 168
"Naranja", 15.44, 870
"Choclo", 64.04, 264
"Palta", 1135.27, 396
"Durazno", 292.51, 704
"Brócoli", 345.87, 360
"Kiwi", 446.54, 432
"Higo", 2473.07, 97
"Frambuesa", 2017.52, 119
"Mandarina", 11.37, 910
"Kinoto", 36.46, 226
"Caqui", 839.63, 109
"Champignon", 3593.18, 105
"Kinoto", 40.31, 210
"Ajo", 939.67, 116
"Morrón", 2860.43, 492
"Rabanito", 245.79, 303
"Tomate", 792.90, 864
"Apio", 49.95, 357
"Tomate", 758.92, 963
"Zanahoria", 38.09, 546
"Frutilla", 307.74, 255
"Frutilla", 277.72, 273
"Papa", 15.82, 1190
"Lima", 993.03, 232
"Ajo", 889.66, 117
"Frutilla", 293.43, 285
"Kinoto", 36.14, 186
"Tomate", 747.45, 981
"Cebolla", 65.64, 832
"Ajo", 842.45, 120
"Naranja", 18.04, 1200
"Berenjena", 64.87, 624
"Manzana", 138.30, 1130
"Calabaza", 24.60, 816
"Lechuga", 38.45, 801
